conversation_id,turn_id,generated
423,24,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
423,25,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
423,26,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
423,27,how did you feel about this article?
423,28,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
423,29,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
423,30,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
423,31,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
423,32,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
423,33,how did you feel about this article?
423,34,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
423,35,I think bringing these issues to the light are helping some people. I think it is better than not thinking about them or hiding them.
423,36,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
423,37,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
423,38,how did you feel about this article?
423,39,how did you feel about this article?
423,40,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
423,41,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
423,42,how did you feel about this article?
423,43,how did you feel about this article?
423,44,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
423,45,how did you feel about this article?
423,46,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
423,47,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
423,48,how did you feel about this article?
423,49,what did you think about this article
423,50,what did you think about this article
423,51,what did you think about this article
423,52,what did you think about this article
423,53,what did you think about this article
423,54,what did you think about this article
423,55,what did you think about this article
423,56,what did you think about this article
423,57,what did you think about this article
423,58,what did you think about this article
423,59,what did you think about this article
423,60,what did you think about this article
426,1,Hi
426,2,Hi
426,3,Hello! What did you think about the article?
426,4,Hello! What did you think about the article?
426,5,"Hello, how did you feel about the article?"
426,6,"Hello, how did you feel about the article?"
426,7,"Hello, how did you feel about the article?"
426,8,"Hello, how did you feel about the article?"
426,9,"Hello, how did you feel about the article?"
426,10,"Hello, how did you feel about the article?"
426,11,"Hello, how did you feel about the article?"
426,12,"Hello, how did you feel about the article?"
426,13,"Hello, how did you feel about the article?"
426,14,"Hello, how did you feel about the article?"
426,15,"Hello, how did you feel about the article?"
426,16,"Hello, how did you feel about the article?"
426,17,How do you feel about this article?
426,18,"Hello, how did you feel about the article?"
426,19,"Hello, how did you feel about the article?"
426,20,how did you feel about this article?
426,21,how did you feel about this article?
426,22,how did you feel about this article?
426,23,how did you feel about this article?
426,24,how did you feel about this article?
426,25,how did you feel about this article?
426,26,how did you feel about this article?
426,27,how did you feel about this article?
426,28,how did you feel about this article?
426,29,how did you feel about this article?
426,30,how did you feel about this article?
426,31,how did you feel about this article?
426,32,how did you feel about this article?
426,33,how did you feel about this article?
426,34,how did you feel about this article?
426,35,How do you feel about this article?
426,36,How do you feel about this article?
426,37,How do you feel about this article?
426,38,How do you feel about this article?
427,1,Hello
427,2,Hello
427,3,"Hello, how did you feel about the article?"
427,4,"Hello, how did you feel about the article?"
427,5,"Hello, what did you think about the article?"
427,6,"Hello, what did you think about the article?"
427,7,"Hello, what did you think about the article?"
427,8,"hello, what did you think about the article?"
427,9,"hello, what did you think about the article?"
427,10,"hello, what did you think about the article?"
427,11,"hello, what did you think about the article?"
427,12,Do you think there is a practical solution to the problems they are facing within Burma?
427,13,"hello, what did you think about the article?"
427,14,Do you think there is a practical solution to the problems they are facing within Burma?
427,15,Do you think there is a practical solution to the problems they are facing within Burma?
427,16,It sounded like Myanmar's government will have to start not denying there's a problem.
427,17,"hello, what did you think about the article?"
427,18,"hello, what did you think about the article?"
427,19,"hello, what did you think about the article?"
427,20,"hello, what did you think about the article?"
427,21,"hello, what did you think about the article?"
427,22,"hello, what did you think about the article?"
427,23,"hello, what did you think about the article?"
427,24,"hello, what did you think about the article?"
427,25,"hello, what did you think about the article?"
427,26,"hello, what did you think about the article?"
427,27,It sounded like Myanmar's government will have to start not denying there's a problem.
427,28,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
427,29,It sounded like Myanmar's government will have to start not denying there's a problem.
427,30,It sounded like Myanmar's government will have to start not denying there's a problem.
427,31,"hello, what did you think about the article?"
427,32,"hello, what did you think about the article?"
427,33,How do you feel about this article?
427,34,How do you feel about this article?
428,1,Hi! What did you think of the article?
428,2,Hello! What did you think about the article?
428,3,Hello! What did you think about the article?
428,4,Hello! What did you think about the article?
428,5,Hello! What did you think about the article?
428,6,what did you think about the article?
428,7,what did you think about the article?
428,8,what did you think about the article?
428,9,"Hello, how did you feel about the article?"
428,10,"Hello, how did you feel about the article?"
428,11,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
428,12,"Hello, how did you feel about the article?"
428,13,"Hello, how did you feel about the article?"
428,14,"Hello, how did you feel about the article?"
428,15,"It's definitely really sad to read, considering everything they're all going through. What did you think?"
428,16,how did you feel about this article?
428,17,"Hello, how did you feel about the article?"
428,18,how did you feel about this article?
428,19,how did you feel about this article?
428,20,how did you feel about this article?
428,21,"Hello, how did you feel about the article?"
428,22,"Hello, how did you feel about the article?"
428,23,"Hello, how did you feel about the article?"
428,24,"Hello, how did you feel about the article?"
428,25,"Hello, how did you feel about the article?"
428,26,"Hello, how did you feel about the article?"
428,27,"Hello, how did you feel about the article?"
428,28,"Hello, how did you feel about the article?"
428,29,"Hello, how did you feel about the article?"
428,30,How do you feel about this article?
428,31,How do you feel about this article?
428,32,How do you feel about this article?
428,33,How do you feel about this article?
428,34,How do you feel about this article?
428,35,How do you feel about this article?
428,36,How do you feel about this article?
428,37,How do you feel about this article?
428,38,How do you feel about this article?
428,39,How do you feel about this article?
428,40,How do you feel about this article?
428,41,How do you feel about this article?
428,42,How do you feel about this article?
428,43,How do you feel about this article?
428,44,How do you feel about this article?
428,45,How do you feel about this article?
428,46,what did you think about this article
428,47,what did you think about this article
428,48,what did you think about this article
428,49,what did you think about this article
428,50,what did you think about this article
428,51,what did you think about this article
428,52,what did you think about this article
428,53,what did you think about this article
428,54,what did you think about this article
428,55,what did you think about this article
428,56,what did you think about this article
428,57,what did you think about this article
428,58,what did you think about this article
428,59,what did you think about this article
428,60,what did you think about this article
432,1,Hello
432,2,Hello
432,3,"Hello, how did you feel about the article?"
432,4,Do you think there is a practical solution to the problems they are facing within Burma?
432,5,It sounded like Myanmar's government will have to start not denying there's a problem.
432,6,It sounded like Myanmar's government will have to start not denying there's a problem.
432,7,It sounded like Myanmar's government will have to start not denying there's a problem.
432,8,It sounded like Myanmar's government will have to start not denying there's a problem.
432,9,It sounded like Myanmar's government will have to start not denying there's a problem.
432,10,It sounded like Myanmar's government will have to start not denying there's a problem.
432,11,It sounded like Myanmar's government will have to start not denying there's a problem.
432,12,It sounded like Myanmar's government will have to start not denying there's a problem.
432,13,It sounded like Myanmar's government will have to start not denying there's a problem.
432,14,It sounded like Myanmar's government will have to start not denying there's a problem.
432,15,It sounded like Myanmar's government will have to start not denying there's a problem.
432,16,It sounded like Myanmar's government will have to start not denying there's a problem.
432,17,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,18,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,19,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,20,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,21,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,22,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,23,"hello, what did you think about the article?"
432,24,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,25,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,26,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,27,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,28,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,29,"hello, what did you think about the article?"
432,30,Do you think there is a practical solution to the problems they are facing within Burma?
432,31,"hello, what did you think about the article?"
432,32,"hello, what did you think about the article?"
432,33,"hello, what did you think about the article?"
432,34,"hello, what did you think about the article?"
432,35,"hello, what did you think about the article?"
432,36,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
432,37,How do you feel about this article?
432,38,How do you feel about this article?
433,1,"hello, what did you think about the article?"
433,2,"Hello, how did you feel about the article?"
433,3,"hello, what did you think about the article?"
433,4,"hello, what did you think about the article?"
433,5,"hello, what did you think about the article?"
433,6,"Hello, how did you feel about the article?"
433,7,"hello, what did you think about the article?"
433,8,"Hello, how did you feel about the article?"
433,9,"Hello, how did you feel about the article?"
433,10,"Hello, how did you feel about the article?"
433,11,"Hello, how did you feel about the article?"
433,12,"Hello, how did you feel about the article?"
433,13,how did you feel about this article?
433,14,"Hello, how did you feel about the article?"
433,15,"hello, what did you think about the article?"
433,16,"hello, what did you think about the article?"
433,17,"hello, what did you think about the article?"
433,18,"hello, what did you think about the article?"
433,19,"hello, what did you think about the article?"
433,20,"hello, what did you think about the article?"
433,21,"hello, what did you think about the article?"
433,22,"Hello, how did you feel about the article?"
433,23,"Hello, how did you feel about the article?"
433,24,"Hello, how did you feel about the article?"
433,25,"hello, what did you think about the article?"
433,26,"Hello, how did you feel about the article?"
433,27,"Hello, how did you feel about the article?"
433,28,"Hello, how did you feel about the article?"
433,29,"hello, what did you think about the article?"
433,30,"hello, what did you think about the article?"
433,31,How do you feel about this article?
433,32,How do you feel about this article?
438,1,what did you think about the article?
438,2,what did you think about the article?
438,3,what did you think about the article?
438,4,I felt really sad for the woman and her family. What about you?
438,5,Hello! What did you think about the article?
438,6,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,7,how did you feel about this article?
438,8,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,9,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,10,"Especially the lengths she went to to normalize and encourage the behavior. Honestly, my stomach is churning just thinking about some of the details included in the article. Do you think going on network television with her issue has been a positive or negative experience for the victim?"
438,11,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,12,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,13,"Especially the lengths she went to to normalize and encourage the behavior. Honestly, my stomach is churning just thinking about some of the details included in the article. Do you think going on network television with her issue has been a positive or negative experience for the victim?"
438,14,"Especially the lengths she went to to normalize and encourage the behavior. Honestly, my stomach is churning just thinking about some of the details included in the article. Do you think going on network television with her issue has been a positive or negative experience for the victim?"
438,15,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,16,"Especially the lengths she went to to normalize and encourage the behavior. Honestly, my stomach is churning just thinking about some of the details included in the article. Do you think going on network television with her issue has been a positive or negative experience for the victim?"
438,17,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,18,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,19,"Especially the lengths she went to to normalize and encourage the behavior. Honestly, my stomach is churning just thinking about some of the details included in the article. Do you think going on network television with her issue has been a positive or negative experience for the victim?"
438,20,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,21,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,22,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,23,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,24,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,25,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,26,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,27,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,28,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,29,"Hello, how did you feel about the article?"
438,30,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,31,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,32,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,33,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,34,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,35,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,36,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,37,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,38,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,39,"Especially the lengths she went to to normalize and encourage the behavior. Honestly, my stomach is churning just thinking about some of the details included in the article. Do you think going on network television with her issue has been a positive or negative experience for the victim?"
438,40,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,41,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,42,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,43,"I thought the article was very thought provoking and in line with things I felt already, that empathy is severely lacking in society in general. People are too dismissive of those suffering and assume they made choices to put themselves in that situation."
438,44,"Hello, how did you feel about the article?"
438,45,"Especially the lengths she went to to normalize and encourage the behavior. Honestly, my stomach is churning just thinking about some of the details included in the article. Do you think going on network television with her issue has been a positive or negative experience for the victim?"
438,46,"Hello, how did you feel about the article?"
439,1,what did you think about this article
439,2,what did you think about this article
439,3,what did you think about this article
439,4,what did you think about this article
439,5,what did you think about this article
439,6,what did you think about this article
439,7,what did you think about this article
439,8,what did you think about this article
439,9,what did you think about this article
439,10,what did you think about this article
439,11,what did you think about this article
439,12,what did you think about this article
439,13,what did you think about this article
439,14,what did you think about this article
439,15,what did you think about this article
439,16,what did you think about this article
439,17,what did you think about this article
439,18,what did you think about this article
439,19,what did you think about this article
439,20,what did you think about this article
439,21,what did you think about this article
439,22,what did you think about this article
439,23,what did you think about this article
439,24,what did you think about this article
439,25,what did you think about this article
439,26,what did you think about this article
439,27,what did you think about this article
439,28,what did you think about this article
439,29,what did you think about this article
439,30,what did you think about this article
439,31,what did you think about this article
439,32,what did you think about this article
439,33,what did you think about this article
439,34,what did you think about this article
439,35,what did you think about this article
439,36,what did you think about this article
439,37,what did you think about this article
439,38,what did you think about this article
442,1,I felt really sad for the woman and her family. What about you?
442,2,I felt really sad for the woman and her family. What about you?
442,3,I felt really sad for the woman and her family. What about you?
442,4,I felt really sad for the woman and her family. What about you?
442,5,I felt really sad for the woman and her family. What about you?
442,6,I felt really sad for the woman and her family. What about you?
442,7,I felt really sad for the woman and her family. What about you?
442,8,yes I agree i think there efforts are helping some but news like the brutal rape is scary
442,9,yes I agree i think there efforts are helping some but news like the brutal rape is scary
442,10,yes I agree i think there efforts are helping some but news like the brutal rape is scary
442,11,I think the media should do more to create more awareness
442,12,yes I agree i think there efforts are helping some but news like the brutal rape is scary
442,13,yes I agree i think there efforts are helping some but news like the brutal rape is scary
442,14,yes I agree i think there efforts are helping some but news like the brutal rape is scary
442,15,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,16,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,17,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,18,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,19,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,20,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,21,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,22,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,23,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,24,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,25,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,26,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,27,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,28,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,29,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,30,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,31,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,32,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,33,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,34,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,35,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,36,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,37,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,38,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,39,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
442,40,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
443,1,Hi
443,2,Hi
443,3,"Hello, what did you think about the article?"
443,4,I feel like the article said more about Suu Kyi than what actually precipitated the violence.
443,5,"Hello, what did you think about the article?"
443,6,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,7,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,8,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,9,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,10,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,11,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,12,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,13,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,14,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,15,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,16,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,17,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,18,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,19,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,20,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,21,"Hello, how did you feel about the article?"
443,22,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,23,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,24,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,25,"Hello, how did you feel about the article?"
443,26,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,27,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,28,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,29,"Hello, how did you feel about the article?"
443,30,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,31,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,32,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,33,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,34,"Hello, how did you feel about the article?"
443,35,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,36,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,37,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,38,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,39,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,40,"Hello, how did you feel about the article?"
443,41,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
443,42,I can understand why the Rohingya are upset though. Despite being born in living their lives in Burma they are being denied any types of citizenship rights and are constantly the victims of violence.
444,1,what did you think about the article?
444,2,what did you think about the article?
444,3,what did you think about the article?
444,4,"Hello, how did you feel about the article?"
444,5,"Hello, what did you think about the article?"
444,6,The article was very sad. What did you think abotu it?
444,7,"Hello, how did you feel about the article?"
444,8,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,9,"Hello, how did you feel about the article?"
444,10,The article was very sad. What did you think abotu it?
444,11,"Hello, how did you feel about the article?"
444,12,"hello, what did you think about the article?"
444,13,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,14,"Hello, how did you feel about the article?"
444,15,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,16,"Hello, how did you feel about the article?"
444,17,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,18,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,19,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,20,"Hello, how did you feel about the article?"
444,21,"Hello, how did you feel about the article?"
444,22,"Hello, how did you feel about the article?"
444,23,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,24,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,25,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,26,"Hello, how did you feel about the article?"
444,27,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,28,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,29,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,30,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,31,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,32,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,33,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,34,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,35,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,36,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,37,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,38,"Hello, how did you feel about the article?"
444,39,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,40,"Hello, how did you feel about the article?"
444,41,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,42,"Hello, how did you feel about the article?"
444,43,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,44,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,45,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,46,"hello, what did you think about the article?"
444,47,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,48,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,49,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,50,"Hello, how did you feel about the article?"
444,51,"Hello, how did you feel about the article?"
444,52,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,53,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,54,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,55,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,56,"hello, what did you think about the article?"
444,57,"Hello, how did you feel about the article?"
444,58,"Hello, how did you feel about the article?"
444,59,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
444,60,"Hello, how did you feel about the article?"
445,1,how did you feel about this article?
445,2,how did you feel about this article?
445,3,I felt very disturbed while reading the article about the family situations.
445,4,I felt very disturbed while reading the article about the family situations.
445,5,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
445,6,I really am not sure how I feel about this article. I think that parents in this situation need to face some type of punishment.
